City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
370,Hamilton,75,US,1579549552,54,39.18,-84.53,28.4,4.83
371,Wanning,52,CN,1579550013,79,18.8,110.4,68.94,3.83
372,Puerto Madryn,0,AR,1579549813,22,-42.77,-65.04,79.36,20.6
373,Mayo,1,US,1579550013,31,38.89,-76.51,36,12.75
374,Broome,1,US,1579550013,52,42.25,-75.83,23,8.05
375,Bonavista,99,CA,1579550013,88,48.65,-53.11,28,5.01
376,Aquiraz,20,BR,1579550013,58,-3.9,-38.39,86,11.41
377,Marsaxlokk,20,MT,1579550013,76,35.84,14.54,57.2,17.22
378,Sur,0,OM,1579550013,68,22.57,59.53,66.33,5.95
379,Abha,5,SA,1579550013,93,18.22,42.51,55.4,5.82
380,Praia,0,CV,1579549832,47,14.92,-23.51,77,14.99
381,Atar,0,MR,1579550013,18,20.52,-13.05,63.84,5.64
382,Corinth,75,GR,1579549832,65,37.94,22.96,48,8.05
383,Pleshanovo,100,RU,1579550014,96,52.83,53.48,22.46,8.21
384,Tabas,0,IR,1579550014,75,33.6,56.92,41,2.24
385,Kachug,7,RU,1579549831,95,53.96,105.88,-17.66,2.17
386,Baharly,100,TM,1579550014,95,38.44,57.43,31.53,2.21
387,Vallecillo,75,HN,1579550014,64,14.52,-87.4,71.6,13.87
388,Aswan,0,EG,1579550014,38,24.09,32.91,59,6.93
389,Ambilobe,100,MG,1579550014,92,-13.2,49.05,77.88,6.4
390,Lar,65,IN,1579550014,74,26.2,83.97,52.63,4.97
391,Karratha,53,AU,1579549840,75,-20.74,116.85,84.6,2.15
392,West Point,1,US,1579549768,55,33.61,-88.65,37.4,6.93
393,Kavaratti,17,IN,1579549762,73,10.57,72.64,82.04,7.96
394,Paraty,75,BR,1579550015,57,-23.22,-44.71,78.8,4.7
395,Staryy Nadym,100,RU,1579550015,95,65.61,72.68,-11.04,5.99
396,Farafangana,100,MG,1579550015,78,-22.82,47.83,79.07,26.73
397,Calvinia,0,ZA,1579550015,54,-31.47,19.78,69.78,8.81
398,Kisangani,100,CD,1579549689,65,0.52,25.2,75.51,0.83
399,Diplo,64,PK,1579550015,32,24.47,69.58,61.59,6.06
400,Banamba,85,ML,1579549784,14,13.55,-7.45,75.02,5.77
401,Cimislia,90,MD,1579550015,80,46.52,28.78,32,12.75
402,Andros Town,75,BS,1579550015,57,24.7,-77.77,80.6,8.05
403,Port Lincoln,44,AU,1579550015,72,-34.73,135.87,60.15,3.78
404,Mingora,100,PK,1579550015,80,34.78,72.36,30.29,5.41
405,Port Hardy,40,CA,1579550016,93,50.7,-127.42,46.4,4.7
406,Gumdag,27,TM,1579550016,69,39.21,54.59,32.83,5.35
407,Larap,56,PH,1579550016,74,14.3,122.65,77.7,23.06
408,Arraial do Cabo,75,BR,1579549732,69,-22.97,-42.03,80.6,13.87
409,Dunedin,100,NZ,1579549738,86,-45.87,170.5,59,5.99
410,Chimbote,29,PE,1579550016,58,-9.09,-78.58,79.68,12.86
411,Jever,40,DE,1579550016,93,53.58,7.9,41,6.93
412,Yaan,23,NG,1579550016,23,7.38,8.57,83.19,4.27
413,Tocopilla,0,CL,1579550016,31,-22.09,-70.2,74.57,12.1
414,Teguldet,100,RU,1579550016,79,57.31,88.17,-1.01,15.88
415,Gereykhanovskoye,75,RU,1579550016,89,41.7,48.28,28.87,3.31
416,Amga,97,RU,1579550017,100,60.9,131.96,-21.12,0.13
417,Shelburne,20,CA,1579550017,41,44.08,-80.2,24.01,9.17
418,Oktyabrskoye,0,RU,1579550017,57,43.06,44.74,25.75,0.96
419,Hearst,1,CA,1579550017,84,49.68,-83.67,10.98,9.1
420,Madoc,5,CA,1579550017,40,44.51,-77.47,21.99,6.93
421,Sainte-Marie,100,RE,1579550017,83,-20.9,55.55,80.6,4.7
422,Manturovo,96,RU,1579550017,95,58.34,44.76,27.79,6.96
423,Khandyga,95,RU,1579550017,99,62.67,135.6,-25.49,0.38
424,Jian,33,CN,1579550017,82,27.12,114.98,44.31,0.4
425,Bagdarin,91,RU,1579550017,82,54.43,113.6,-13.68,3.42
426,Loreto,90,MX,1579550017,55,22.27,-101.97,58.68,5.44
427,Longhua,98,CN,1579550018,68,23.61,114.19,59.05,1.66
428,Mago,21,RU,1579550018,99,53.25,140.18,-11.92,4.38
429,Kargil,100,IN,1579550018,100,34.57,76.1,-7.78,1.66
430,Collie,73,AU,1579550018,51,-33.37,116.15,63,3.76
431,Grand-Lahou,100,CI,1579550018,78,5.14,-5.02,82.53,10.31
432,San Juan,23,AR,1579550018,18,-31.54,-68.54,104.25,13.85
433,Jalingo,0,NG,1579550018,22,8.88,11.37,77.86,5.39
434,Ningbo,0,CN,1579549925,93,29.88,121.55,43,2.24
435,Kalengwa,100,ZM,1579550018,93,-13.47,25,66.87,2.19
436,Boa Vista,75,BR,1579549834,38,2.82,-60.67,93.2,12.75
437,Khurai,100,IN,1579550018,53,24.04,78.33,53.02,6.91
438,Ancud,0,CL,1579550018,38,-41.87,-73.82,75.2,17.22
439,Basqal,90,AZ,1579550019,100,40.76,48.39,30.2,4.72
440,Malanje,100,AO,1579550019,97,-9.54,16.34,65.75,3.38
441,Alofi,75,NU,1579549790,74,-19.06,-169.92,80.6,8.05
442,Rapar,0,IN,1579550019,41,23.57,70.63,62.38,5.59
443,Kahului,75,US,1579549800,94,20.89,-156.47,75.2,3.36
444,Miyako,64,JP,1579550019,81,39.64,141.95,30.52,4.29
445,Sisimiut,100,GL,1579550019,96,66.94,-53.67,8.53,14.94
446,Caravelas,19,BR,1579549573,80,-17.71,-39.25,80.26,12.39
447,Pontes e Lacerda,54,BR,1579550020,54,-15.23,-59.34,90.7,4.38
448,Witu,58,KE,1579550020,85,-2.39,40.44,78.53,9.33
449,Reo,5,BF,1579550020,19,12.32,-2.47,74.1,3.06
450,Pervomayskiy,100,RU,1579550020,96,53.25,40.29,31.28,10.89
451,Suluq,0,LY,1579550020,75,31.67,20.25,52.68,13.27
452,Tolaga Bay,99,NZ,1579550020,79,-38.37,178.3,63.28,13.29
453,Tessalit,0,ML,1579550020,18,20.2,1.01,66.34,8.28
454,Pinega,100,RU,1579550020,95,64.7,43.39,15.31,7.81
455,Srednekolymsk,100,RU,1579550020,96,67.45,153.68,-25.67,10.02
456,Iracoubo,23,GF,1579550021,78,5.48,-53.2,79.32,16.78
457,Rockhampton,56,AU,1579550021,78,-23.38,150.5,80.6,5.82
458,Belaya Gora,100,RU,1579549647,97,68.53,146.42,-17.27,6.53
459,Kommunar,90,RU,1579550021,86,59.62,30.39,37.99,11.18
460,Tahoua,53,NE,1579550021,16,14.89,5.27,77,9.17
461,Koygorodok,94,RU,1579550021,97,60.45,51,10,3.65
462,Lerdo,40,MX,1579550021,51,25.53,-103.53,62.6,5.82
463,Kloulklubed,40,PW,1579549814,78,7.04,134.26,78.8,8.05
464,Farmington,1,US,1579549921,38,36.73,-108.22,46,9.17
465,Pampa,1,US,1579550021,28,35.54,-100.96,57.2,13.87
466,Visby,58,SE,1579550021,86,57.64,18.3,42.01,18.34
467,Nosy Varika,100,MG,1579550021,96,-20.58,48.53,75.94,5.32
468,Piquete,75,BR,1579550022,57,-22.61,-45.18,78.8,4.7
469,Chegdomyn,100,RU,1579550022,99,51.12,133.02,-14.91,0.11
470,Coxim,58,BR,1579550022,66,-18.51,-54.76,89.29,2.28
471,Pitimbu,99,BR,1579550022,51,-7.47,-34.81,86,16.11
472,Kalevala,100,RU,1579550022,99,65.2,31.17,34.86,10.02
473,Murray Bridge,7,AU,1579549857,90,-35.12,139.27,62.01,1.01
474,Port Moresby,5,PG,1579550022,100,-9.44,147.18,75.2,5.82
475,Lorengau,0,PG,1579549778,79,-2.02,147.27,82.92,13.22
476,Mahebourg,40,MU,1579550022,83,-20.41,57.7,81,3.36
477,Hue,40,VN,1579549772,88,16.47,107.6,68,1.12
478,Mangrol,0,IN,1579550022,48,21.12,70.12,70.84,10.45
479,Mahibadhoo,78,MV,1579549782,78,3.78,72.97,83.01,14.63
480,Chase,75,CA,1579550023,98,50.82,-119.69,39.99,14.99
481,Japura,98,ID,1579550023,98,-0.32,102.35,73.49,1.01
482,Dabakala,0,CI,1579550023,31,8.37,-4.43,81,2.77
483,Wajima,100,JP,1579550023,68,37.4,136.9,41.16,25.52
484,Hanzhong,100,CN,1579550023,67,33.07,107.03,39.72,2.13
485,Babu,68,CN,1579550023,82,24.42,111.52,51.39,0.49
486,Morristown,90,US,1579549833,58,36.21,-83.29,28.99,10.29
487,Saquena,94,PE,1579550023,79,-4.67,-73.52,84.85,2.21
488,Pospelikha,100,RU,1579550023,92,51.95,81.77,2.37,3.31
489,Agadez,0,NE,1579550023,21,19.75,10.25,60.87,7.99
490,Eilat,20,IL,1579550024,63,29.56,34.95,60.8,6.93
491,Shanghai,0,CN,1579550007,93,31.22,121.46,46.99,4.47
492,Arrondissement d'Arcachon,10,FR,1579550024,64,44.59,-1.05,41,9.17
493,Rawson,0,AR,1579549901,66,-43.3,-65.1,64.53,8.95
494,Annau,90,TM,1579550024,94,37.89,58.52,32,4.7
495,Susangerd,0,IR,1579549840,66,31.56,48.18,55.4,2.24
496,Batemans Bay,22,AU,1579549889,96,-35.72,150.18,63,5.23
497,Seoul,20,KR,1579549861,73,37.57,126.98,23,1.12
498,Coquimbo,20,CL,1579549553,72,-29.95,-71.34,68,14.99
499,Clonakilty,75,IE,1579550024,80,51.62,-8.87,41,5.82
500,Alamos,65,MX,1579550024,56,27.02,-108.93,75.99,5.01
501,Ust'-Kulom,100,RU,1579550024,98,61.69,53.69,2.61,4.61
502,Tiznit,92,MA,1579550024,89,29.58,-9.5,45.1,12.26
503,Laguna de Perlas,40,NI,1579550025,70,12.34,-83.67,84.2,6.93
504,Maniitsoq,100,GL,1579550025,85,65.42,-52.9,16.47,2.84
505,Floro,75,NO,1579550025,93,61.6,5.03,48.2,27.51
506,Aromashevo,63,RU,1579550025,99,56.86,68.64,-3.57,6.6
507,Xining,100,CN,1579549707,73,36.62,101.77,13.93,3.6
508,Abu Dhabi,20,AE,1579549954,82,24.47,54.37,68,9.17
509,Anadyr,20,RU,1579549899,75,64.75,177.48,-13,4.47
510,Arauco,0,CL,1579550025,60,-37.25,-73.32,69.8,5.82
511,San Carlos,100,VE,1579550025,40,9.66,-68.58,92.12,4.52
512,Orzhytsya,88,UA,1579550025,92,49.79,32.7,29.98,7.72
513,Ulladulla,49,AU,1579549753,59,-35.35,150.47,66.99,13.87
514,Balkanabat,98,TM,1579550026,80,39.51,54.37,27.57,2.44
515,Lindi,75,TZ,1579550026,94,-10,39.72,78.8,23.04
516,Casper,1,US,1579549897,38,42.87,-106.31,44.01,26.4
517,Great Yarmouth,0,GB,1579550026,93,52.61,1.73,37,5.82
518,Berlevag,20,NO,1579549648,97,70.86,29.09,32,27.51
519,Denpasar,20,ID,1579550026,83,-8.65,115.22,84.2,5.82
520,Saint-Joseph,100,RE,1579550026,83,-21.37,55.62,80.6,2.24
521,Nara,75,JP,1579550026,97,34.69,135.8,46.4,18.34
522,Kaka,100,TM,1579550026,95,37.35,59.61,34.38,6.6
523,Berdigestyakh,0,RU,1579550027,94,62.1,126.7,-22.38,3.49
524,Nagaur,100,IN,1579550027,47,27.2,73.73,55.85,8.61
525,Lakhimpur,100,IN,1579549963,70,27.95,80.77,54.25,4.92
526,Am Timan,8,TD,1579550027,18,11.03,20.28,68.72,5.93
527,Ambon,20,ID,1579550027,78,-3.7,128.18,78.8,2.24
528,Valleyview,100,CA,1579549783,90,55.07,-117.29,36.95,6.93
529,Kutum,0,SD,1579550027,28,14.2,24.67,50.5,5.68
530,Fairbanks,1,US,1579549868,74,64.84,-147.72,-9.99,2.21
531,Hoskote,12,IN,1579550027,65,14.28,77.17,70.57,7.52
532,Hirara,65,JP,1579550027,71,24.8,125.28,63.81,14.63
533,Santa Rosa,40,PH,1579549990,78,14.31,121.11,77,4.7
534,Bilma,0,NE,1579550027,22,18.69,12.92,62.28,11.59
535,Bardiyah,30,LY,1579550027,68,31.76,25.09,56.84,14.92
536,Artyom,75,AZ,1579550028,86,40.47,50.33,37.4,1.59
537,Luzhou,100,CN,1579550028,64,28.87,105.44,51.89,1.39
538,Keti Bandar,0,PK,1579550028,49,24.14,67.45,65.89,9.6
539,Chumikan,3,RU,1579550028,83,54.72,135.31,-7.1,8.23
540,Plettenberg Bay,41,ZA,1579549919,79,-34.05,23.37,67.5,15.59
541,Husavik,90,IS,1579550028,55,66.04,-17.34,33.8,20.8
542,Yuzhno-Kurilsk,100,RU,1579550028,79,44.03,145.86,29.93,20.8
543,Richards Bay,97,ZA,1579550028,65,-28.78,32.04,73.11,7.76
544,Tacoronte,75,ES,1579550028,76,28.48,-16.41,64.99,20.8
545,Ola,15,RU,1579550028,71,59.58,151.28,-12.75,5.91
546,Ouesso,92,CG,1579550028,45,1.61,16.05,77.04,2.33
547,Tyukalinsk,79,RU,1579550028,98,55.87,72.2,-1.43,7.18
548,Kysyl-Syr,87,RU,1579549858,99,63.9,122.76,-21.66,5.5
549,Tahe,31,CN,1579549785,96,52.33,124.73,-12.15,2.37
550,Nhulunbuy,100,AU,1579550029,78,-12.23,136.77,80.6,4.7
551,Ankang,100,CN,1579550029,78,32.68,109.02,37.49,1.39
552,Arrondissement de Bastia,90,FR,1579550029,71,42.67,9.33,51.8,3.36
553,Kefamenanu,100,ID,1579550029,95,-9.45,124.48,71.01,5.14
